,summary,finalRatingStatus
152420,Misinformation: This video is 3 years old from 14/Dec/2021 when Netanyahu was rushing to vote at Knesset. He had posted it on twitter.     https://x.com/netanyahu/status/1470499097303998471?t=ncnYzeAq2DVOQqmu2raf1g&amp;s=19    https://www.hidabroot.org/article/1162572,CURRENTLY_RATED_HELPFUL
41984,"There is no basis for such statement. Ione Belarra's non-participation is a political matter unrelated to Palestine. One of the new ministers is Sira Rego, of Palestinian origin, who has often been critical of the Israeli conflict.    https://elpais.com/espana/2023-11-20/estos-son-los-ministros-que-dejan-el-gobierno-en-la-nueva-legislatura-de-pedro-sanchez.html    https://www.eldiario.es/politica/sira-rego-eurodiputada-iu-raices-palestinas-sera-nueva-ministra-juventud-e-infancia_1_10692544.html",CURRENTLY_RATED_HELPFUL
48859,"This is actually a device that removes old tile layer from a chimney.  The video, from Interesting Engineering, is at least 3 months old, completely unrelated to the Gaza conflict.  https://youtube.com/shorts/-R4ESzDmFhw?si=mXuGWyhCy4uOEPi5",CURRENTLY_RATED_HELPFUL
31744,This is from May 2021 and shows Palestinians and Lebanese protesting along the Lebanese border with Israel.  https://x.com/ree_mii2002/status/1393848369328574464?s=46  https://www.naharnet.com/stories/en/281589,CURRENTLY_RATED_HELPFUL
37028,'This video from RT Arabic was aired June 2021 while reporting on the elaborate tunnel network in Gaza.'    https://twitter.com/RTarabic/status/1404438237502971906  (Archive: https://archive.ph/rHYk9)    Factcheck:  https://www.boomlive.in/fact-check/viral-video-news-report-israel-palestine-militant-group-hamas-tunnel-network-social-media-claims-23509,CURRENTLY_RATED_HELPFUL
138539,"This is false, footage of the aftermath of the attack showed parts identified as belonging to the GBU-39 small diameter bomb, not the Hellfire R9X &quot;Ninja&quot; missile.    https://www.cnn.com/2024/08/10/middleeast/israeli-school-strike-gaza-intl-hnk/index.html  https://x.com/goodwinallegra/status/1822248347761070223  https://x.com/Easybakeovensz/status/1822999364681245085",CURRENTLY_RATED_HELPFUL
47103,The original Haaretz headline is &quot;Did Hamas Make Millions Betting Against Israeli Shares Before October 7 Massacre?&quot;. Leaving the question in the air without an answer as it states &quot;... But somebody seemingly knew in advance and made billions betting against Israeli shares...&quot;  https://www.haaretz.com/israel-news/2023-12-04/ty-article-magazine/.premium/did-hamas-make-billions-betting-against-israeli-shares-before-october-7-massacre/0000018c-348d-d5f2-a5cc-769d7bea0000  ,CURRENTLY_RATED_HELPFUL
129773,Please note that the event discussed was not held during the Paris Olympics. It took place in 2023 and was also reported by i24NEWS.     https://x.com/i24NEWS_EN/status/1726144051735404559,CURRENTLY_RATED_HELPFUL
57649,This photo has been digitally altered. The original photo is from a Pro-Palestinian rally in 2021:  https://www.instagram.com/p/CO8NhwMAaCr/?img_index=1,CURRENTLY_RATED_HELPFUL
35980,"This video is from 2019. The boy in the video, identified as Zain Abdeen Ashraf Idriss, 9, was accused by the soldiers to have thrown stones at them before going to school that morning. He was released later in the day:  https://gulfnews.com/world/mena/video-israeli-army-arrest-boy-9-from-school-goes-viral-1.1553582989935",CURRENTLY_RATED_HELPFUL
154788,"Russia has repeatedly targeted hospitals, aid workers, and first responders.     https://en.m.wikipedia.org/wiki/Russian%E2%80%93Syrian_hospital_bombing_campaign",CURRENTLY_RATED_HELPFUL
66778,"Tropical Glacier Cotinga,Maybe you should save your propaganda opinions for the comments, factually, there is no genocide in Gaza.Factually, parts of UNRWA are Hamas operatives.In addition, UNRWA allows Hamas to use many parts of its facilities and this has been proven years ago.    https://worldpopulationreview.com/world-cities/gaza-population",CURRENTLY_RATED_NOT_HELPFUL
68609,"The original post with the stock photo was deleted, however Israel has consistently claimed aid was being provided &amp; this has been at least partially confirmed from groups such as WFP.    https://twitter.com/cogatonline/status/1753134957671661728    https://twitter.com/WFP/status/1756581389258944876",CURRENTLY_RATED_NOT_HELPFUL
33024,"Un Gaza there os no light, but in the vídeo YouTube can see houses Whith light. https://www.elconfidencial.com/mundo/2023-10-11/se-apaga-la-ultima-luz-en-gaza-la-central-electrica-se-queda-sin-combustible_3752577/",CURRENTLY_RATED_NOT_HELPFUL
105056,"Hamas has no modern weapons capable of doing this amount of damage to a vehicle, however israel does as it was later reported by the Cradle Israel killed its own civilians “accidentally” via helicopter -https://thecradle.co/articles-id/13111#:~:text=An%20Israeli%20police%20investigation%20into,Haaretz%20reported%20on%2018%20November.",CURRENTLY_RATED_NOT_HELPFUL
100832,Israel is not a country    https://en.wikipedia.org/wiki/Israel,CURRENTLY_RATED_NOT_HELPFUL
68511,"Tate is charged for creating a criminal organization, human trafficking and rape in continous form, he is investigated for money laundry, tax evasion and trafficking minors in Romania.  Trail will start this year.  He showed with facts, he don't cares about protecting innocents. https://www.docdroid.net/kxw0PEr/indictment-en-pdf",CURRENTLY_RATED_NOT_HELPFUL
143872,This image is from 2021 at the latest.    https://www.newsweek.com/hamas-hamas-jews-gas-dutch-police-investigating-anti-semitic-chant-ahead-soccer-game-1585469,CURRENTLY_RATED_NOT_HELPFUL
66894,"Israel tortures every human being no matter what they are, even UN workers.",CURRENTLY_RATED_NOT_HELPFUL
65807,"NNN nobody can say with any certainty these people are alive so it is equally possible that they are dead.  Israel has offered no info on their condition, whereabouts, or status so the presumption of death is valid considering Israel's history.",CURRENTLY_RATED_NOT_HELPFUL
144185,Nnn - It’s asking a (rhetorical?) question. Answer should be in comments not on CN,CURRENTLY_RATED_NOT_HELPFUL
131019,"There is no mention or claim of rape in Israeli media,     Only in English Media was the word rape used, in Israel only the word Abuse.    This was of one single prisoner who claims he was abused, he wasn’t found and hospitalized    The current stance reported https://www.jpost.com/breaking-news/article-812413",CURRENTLY_RATED_NOT_HELPFUL
78298,"Israel is a country located in the Middle East and it is the only Jewish nation in the world  and the only democracy in the Middle East, which is why people like to pretend that is does not exist because it is simply a Jewish country.  https://www.britannica.com/place/Israel  https://en.m.wikipedia.org/wiki/Israel",CURRENTLY_RATED_NOT_HELPFUL
104785,"Israel have publicly stated that they have rejected a ceasefire on numerous occasions. As the Israeli prime minister Netanyahu has said repeatedly, the goal is to completely control the region.    https://www.aljazeera.com/amp/news/2024/5/7/the-goal-is-to-destroy-gaza-why-israel-rejects-a-ceasefire-with-hamas    https://news.sky.com/story/amp/israels-benjamin-netanyahu-rejects-ceasefire-deal-that-would-leave-hamas-intact-13129727    https://amp.theguardian.com/world/2024/feb/07/netanyahu-rejects-gaza-ceasefire-deal-and-says-victory-is-within-reach-israel  ",CURRENTLY_RATED_NOT_HELPFUL
108384,NNN - you are not providing a necessery note but adding information that is not directly related to the post,CURRENTLY_RATED_NOT_HELPFUL
34528,"NNN. If you disagree with the opinion expressed, use replies.",CURRENTLY_RATED_NOT_HELPFUL
112192,NNN - Hamas has a new charta since 2017. The organization views changed extremly.,CURRENTLY_RATED_NOT_HELPFUL
39246,NNN. Why must so many bird brain morons have access to the community notes? ,CURRENTLY_RATED_NOT_HELPFUL
58275,"Remember when your source claimed that Israel killed 500 at Al-Ahli hospital?  Now we know it was a misfire that landed in a parking lot.  Well, those 500 fake deaths are still in your figures.    And hamas uses child and women soldiers.    https://www.voanews.com/a/hrw-rocket-misfire-likely-caused-deadly-gaza-hospital-blast/7370998.html",CURRENTLY_RATED_NOT_HELPFUL
32002,The T-Shirt is green and the top is red. It could be blood. ,CURRENTLY_RATED_NOT_HELPFUL
104148,"Israel did not deliberately slaughter innocent people. Israeli Air Force uses it's best technologies (the best technologies on earth) to avoid hurt innocent people, on every attack. However, some times, when terrorists hide inside refugee camps, accidents happens.     https://en.wikipedia.org/wiki/Israeli_Air_Force      ",CURRENTLY_RATED_NOT_HELPFUL
46655,"NNN The wikepedia source mentions resettlement after establishment of Israel, not expulsion.  &quot;An estimated 650,000 (72%) of these Jews resettled in Israel&quot;    Also, it is a factually correct claim that Jews were expelled out of Europe (multiple times).  No CN is needed.    https://www.jewishvirtuallibrary.org/expulsions    https://en.m.wikipedia.org/wiki/Jewish_exodus_from_the_Muslim_world#:~:text=Primarily%20a%20consequence%20of%20the,these%20Jews%20resettled%20in%20Israel.",CURRENTLY_RATED_NOT_HELPFUL
30893,Hamas is the government of the Palestinians in Gaza.  The Palestinian Authority is the government for the West Bank.  Palestinians in Gaza are represented by Hamas.  https://en.wikipedia.org/wiki/Hamas_government_of_2012,CURRENTLY_RATED_NOT_HELPFUL
31105,Because of the war we still do not know what the Palestinians (the civils) are thinking ,CURRENTLY_RATED_NOT_HELPFUL
96848,Hamas agreed to a ceasefire; Israel chose war.    https://youtu.be/5LNKZyIYBE8  Israel-Hamas latest: IDF controls Rafah crossing as ceasefire talks stall,CURRENTLY_RATED_NOT_HELPFUL
45868,"The post disregard the fact of releasing several falsely news by the Israeli authorities that was confirmed untrue incidents. Starting with the 40 beheaded babies, killing 200 in concert (was done by the IDF itself) and ending by carrying sexual assault  https://www.factcheck.org/2023/10/what-we-know-about-three-widespread-israel-hamas-war-claims/",CURRENTLY_RATED_NOT_HELPFUL
149973,"IDF bombed the Gaza Strip on 23, 24, and 25 September 2023 https://apnews.com/article/israel-palestinians-west-bank-military-gaza-yom-kippur-ba539fdd4b36b786cf55ba6a420a12cc  https://www.middleeastmonitor.com/20240306-mehdi-hasan-debunks-top-7-lies-about-gaza/    IDF resumed bombing Gaza at 9:45am on 7 October https://www.aljazeera.com/news/longform/2023/10/9/israel-hamas-war-in-maps-and-charts-live-tracker  https://youtu.be/3ypYZ2vLkVY    On the 17 October 2023 the IDF authorized a strike on 4 multistorey residential buildings in the Gaza Strip that they knew would kill 300 civilians. https://www.972mag.com/mass-assassination-factory-israel-calculated-bombing-gaza/  https://www.cbc.ca/radio/frontburner/israel-accused-of-using-ai-to-choose-gaza-targets-transcript-1.7166577  ",CURRENTLY_RATED_NOT_HELPFUL
113421,I'm not sure Senator Schumer's BBQ is Kosher.  https://www.chabad.org/library/article_cdo/aid/113425/jewish/What-Is-Kosher.htm,CURRENTLY_RATED_NOT_HELPFUL
88243,NNN   Take your Zionist propaganda to the comments. Don't abuse CN.,CURRENTLY_RATED_NOT_HELPFUL
87132,"NNN    The proposed Notes miss the point that Daqqa served his full sentence for the killing of the Israeli soldier. He was sentenced in 1984 to 36 yrs. He got a 2 yr extension, despite having cancer, for smuggling mobile phones into prison https://www.thenationalnews.com/news/mena/2024/04/08/walid-daqqa-israel-prisoner/    https://www.reuters.com/world/middle-east/amnesty-international-urges-israel-return-body-ailing-palestinian-who-died-2024-04-08/",CURRENTLY_RATED_NOT_HELPFUL
135568,Hamas and the Islamic Jihad use child soldiers in the war against Israel  https://www.foxnews.com/world/exclusive-hamas-islamic-jihad-accused-using-child-soldiers-war-against-israel    Hamas and PIJ exploit young children for terrorist activities in Gaza  https://www.jpost.com/israel-hamas-war/article-780613    Palestinian Child soldiers in Samaria (west bank)  https://x.com/Osint613/status/1802306050114101304?t=Lq4qg_Yr51WbXiLEQmWd2A&amp;s=19    Palestinian Child soldiers:  https://twitter.com/NiohBerg/status/1797206129941836071/video/1   https://x.com/OliLondonTV/status/1793583055216509046?t=MpKmx5pVH7GpvG_K4Ptr5w&amp;s=19  https://jcpa.org/article/palestinian-teenage-terror-inherently-illegal-but-does-anyone-care/  https://x.com/VividProwess/status/1821509155808494064,CURRENTLY_RATED_NOT_HELPFUL
88809,Joe Biden is not writing nor making these posts. This account should be flagged as such.  https://www.independent.co.uk/news/world/americas/us-politics/karine-jean-pierre-twitter-biden-mishap-b2394032.html,CURRENTLY_RATED_NOT_HELPFUL
85252,"The British Mandate of Palestine, or Mandatory Palestine, was a Palestinian State that existed from 1920-1948, despite it being a puppet state, it was a state nonetheless, people born under it were Palestinian, as said in the Palestinian Citizenship Order of 1925    https://en.wikipedia.org/wiki/Palestinian_Citizenship_Order_1925",CURRENTLY_RATED_NOT_HELPFUL
113090,White Supremacy include hate of Jews “antisemitism”.   https://www.splcenter.org/fighting-hate/extremist-files/ideology/antisemitism  https://www.univision.com/univision-news/united-states/why-do-white-supremacists-hate-white-jews-so-much    https://en.m.wikipedia.org/wiki/White_supremacy,CURRENTLY_RATED_NOT_HELPFUL
65502,  Their  hands  were tight  and ther  eyes  were  covered   A Hebrew  words  were written  on the tights on ther  hands ,CURRENTLY_RATED_NOT_HELPFUL
46730,NNN.   zionists too scared to comment with their pictures/names because they know they're in the wrong so they come and abuse the community notes. enough.,CURRENTLY_RATED_NOT_HELPFUL
158327,The IDF has published a video where Yahya Sinwars wife is seen carrying a black bag. Choose another frame from this video than the IDF Arabic Spokesperson did and it easily shows this is not a Birkin bag.     https://m.jpost.com/israel-news/article-825247    https://x.com/Israel/status/1847783865643143264?t=77cZnF71LxsmKMes71Gveg&amp;s=19    https://x.com/LockMona/status/1847876263148491095?t=jVTa2fhsaIQfdPkREPSHOg&amp;s=19    ,CURRENTLY_RATED_NOT_HELPFUL
88916,Iran damaged the Ramon airbase which was used to strike the Iranian embassy in Syria.     This was a retaliation by Iran after Israel attacked their embassy.   Iran does not kill innocents like Israel has been doing over the last 6 months   https://www.chathamhouse.org/2024/04/strike-irans-consulate-syria-could-be-spark-ignites-middle-east,CURRENTLY_RATED_NOT_HELPFUL
55735,"She wasn't forced to resign for being a black African but by the power of Zionists lobby in America, she was accused of not responding to antisemitism on campus and of not adequately condemning the attacks of Hamas on Israel recently..she fighter for free speech only    https://en.wikipedia.org/wiki/Claudine_Gay",CURRENTLY_RATED_NOT_HELPFUL
39351,The people in the video claim they have been hit by an air strike. Hamas doesn’t have this capability. Israel has the capability to conduct air strikes.     https://www.flyingmag.com/what-the-israeli-air-force-has-in-the-sky/,CURRENTLY_RATED_NOT_HELPFUL
40156,gaza is the largest open air prison in the world    https://www.hrw.org/news/2022/06/14/gaza-israels-open-air-prison-15    https://www.nrc.no/news/2018/april/gaza-the-worlds-largest-open-air-prison/    https://www.thinkglobalhealth.org/article/open-air-prison-gazas-worsening-health-and-humanitarian-crises  ,CURRENTLY_RATED_NOT_HELPFUL
72636,"Judging by the Israeli flag emoji, we can reasonably assume this user is a regular connoisseur of children dying and mocking their deaths.    https://interactive.aljazeera.com/aje/2024/israel-war-on-gaza-10000-children-killed/",CURRENTLY_RATED_NOT_HELPFUL
42388,"NNN. The official definition of Arab is: &quot;a member of a Semitic people, originally from the Arabian peninsula and neighbouring territories, inhabiting much of the Middle East and North Africa.&quot;    Jesus was (or could have been) Arab and Jewish at the same time  https://www.google.com/search?sca_esv=584551767&amp;rlz=1C1GCEA_enBE1010BE1010&amp;q=arab&amp;si=ALGXSlbay8QErRaW9ftxx-jGNHSqpPhubLCp_fX2TWJtjr7zqJAHq5gNoc3qI0ptAhyA0J5u53HpJG_hHoGf5UV7X6J2AUHT_Q%3D%3D&amp;expnd=1&amp;sa=X&amp;ved=2ahUKEwj99sLxudeCAxWBtqQKHbWrD3cQ2v4IegQIDhAe&amp;biw=1280&amp;bih=610&amp;dpr=1.5",CURRENTLY_RATED_NOT_HELPFUL
34262,"Since 1776, the U.S. has only been at peace for 17 years.    https://www.warhistoryonline.com/history/usa-only-17-years-of-peace.html",CURRENTLY_RATED_NOT_HELPFUL
53974,"This is misleading, as she said in a video massage after her release that &quot;[The] people [the hostage taker] were very kind to me, [...] the food was good [as well as] the kindness&quot;. https://twitter.com/IsraelGovParody/status/1740735711954018393 ",CURRENTLY_RATED_NOT_HELPFUL
36376,This is propaganda from Israel’s security services. These claims have been debunked by Israeli media.   https://x.com/qudsnen/status/1718547315764441095?s=46&amp;t=6RQTqvw-x4nVy0BSo_JwqQ,CURRENTLY_RATED_NOT_HELPFUL
32036,There is no evidence they are used as human shields . Kidnapped yes .,CURRENTLY_RATED_NOT_HELPFUL
92638,"The post does not deny the genocide, if you think its important that the perpetrators be named then put that in the replies.",CURRENTLY_RATED_NOT_HELPFUL
31691,"This comment inaccurately claims Hamas terrorists are no different from ISIS, citing similar tactics and traits. Such comparisons in political discourse can fuel polarized debates. Encouraging fact-based discussions and diverse viewpoints is vital for clarity.",CURRENTLY_RATED_NOT_HELPFUL
127181,"Biden endorses Kamala Harris, his vice-president, to be the new Democratic nominee; she says she'll do &quot;everything in my power to ... unite our nation to defeat Donald Trump&quot;     https://www.bbc.co.uk/news/live/cv2gryx1yx1t",CURRENTLY_RATED_NOT_HELPFUL
74552,No Palestinian hostages. Just terrorists.   https://www.ajc.org/news/what-is-known-about-israeli-hostages-taken-by-hamas  ,CURRENTLY_RATED_NOT_HELPFUL
68329,"According to Unrwa, the majority of Palestinian refugees live in situations of poverty and even in countries like Lebanon they cannot carry out professional jobs.    https://unrwa.es/actualidad/sala-de-prensa/morir-por-la-pobreza-no-seria-muy-diferente-a-morir-en-el-mar/",CURRENTLY_RATED_NOT_HELPFUL
52654,Precision of thought and information should be valued.,CURRENTLY_RATED_NOT_HELPFUL
38584,"No Israeli government has sought to “improve the economic reality in Gaza” since the state of Israel began blockading Gaza in 2007.   Source: https://wikipedia.org/wiki/Blockade_of_the_Gaza_Strip#:~:text=In%202007%2C%20after%20Hamas%20seized,security%20on%20the%20Palestinian%20side.",CURRENTLY_RATED_NOT_HELPFUL
46494,"The man was born Shimon, and Koshi is a nickname. He is quoted in Wikipedia as saying that the nickname was given to him because of his ethnic origin and skin color:  https://he.wikipedia.org/wiki/%D7%9B%D7%95%D7%A9%D7%99_%D7%A8%D7%99%D7%9E%D7%95%D7%9F?wprov=sfla1",CURRENTLY_RATED_NOT_HELPFUL
45145,"Hamas hospitalised this man. He was kidnapped, but not murdered.     https://www.maariv.co.il/breaking-news/Article-1056431",CURRENTLY_RATED_NOT_HELPFUL
109306,"210 Civilians were killed and more than 400 were wounded in Nuseirat, Gaza     https://www.aljazeera.com/news/liveblog/2024/6/8/israels-war-on-gaza-live-israeli-army-to-be-added-to-un-child-harm-list",CURRENTLY_RATED_NOT_HELPFUL
64383,"The funding change is only temporary and due to an ongoing investigation initiated by the UNRWA itself. The agency has already reprimanded 12 individuals and terminated contracts due to their involvement in the heinous attacks on Oct. 7, accounting for 0.04% of the staff.    https://amp.theguardian.com/australia-news/2024/jan/27/australia-pauses-un-agency-funding-as-staff-investigated-for-suspected-role-in-7-october-attack-on-israel ",CURRENTLY_RATED_NOT_HELPFUL
160054,OP is leaving out context surrounding this clip in which the streamer is not condoning rape but instead saying rape doesn't justify genocide.    Longer clip: https://x.com/HasanabiProd/status/1849651527394136382,CURRENTLY_RATED_NOT_HELPFUL
47637,"There are two versions of the same video, with  surrendered man holding weapon not in the same hand.   This makes Israel's propaganda intent clear and calls into question the Hamas has been defeated.  Also other differences between the two videos.  👇  https://twitter.com/NaksBilal/status/1733586352183140769?t=o76CWGnhdFVPMVTA-PivHg&amp;s=19",CURRENTLY_RATED_NOT_HELPFUL
137997,"Gaza Health Ministry numbers are in fact, incorrect. They are a vast undercount, as the Gaza Health Ministry is so rigorous with their data that only absolutely confirmed deaths are counted with certainty. The real numbers are very obviously far higher.    https://www.thenation.com/article/world/gaza-death-toll-evidence/",CURRENTLY_RATED_NOT_HELPFUL
136577,"This statement misses the important context that Israel recently assassinated Ismail Haniyeh; who was leading Hamas' side of the ceasefire negotiations — causing &quot;further delay&quot;, &quot;escalate[d] regional tensions&quot;, and &quot;further escalation.&quot;     https://time.com/7005713/hamas-ismail-haniyeh-assassination-iran-israel/  https://www.axios.com/2024/07/31/us-hamas-leader-assassination-gaza-hostage-ceasefire-deal",CURRENTLY_RATED_NOT_HELPFUL
157456,A person who fights for his country and nation is not a terrorist. Yahiya Sanwar is freedom fighter who fights for his people. ,CURRENTLY_RATED_NOT_HELPFUL
31900,Israel has been attacked by terrorists and has every right to defend itself. Israel attacks Hamas. Hamas attacked civilians and murdered children.,CURRENTLY_RATED_NOT_HELPFUL
131350,HAMAS is not terrorist,CURRENTLY_RATED_NOT_HELPFUL
40995,"There are what appear to be two rifles, several grenades, and two small bags, containing approximately five rifles each, shown in this video.    https://x.com/idf/status/1724934932718293286?s=46",CURRENTLY_RATED_NOT_HELPFUL
66951,There are thousands of photos of Israeli Police as well as Israeli military abusing and inflicting pain on innocent civilians. The links used to debunk this specific photo are biased and unreliable     https://twitter.com/AdameMedia/status/1754869872511627524?t=4gx1fMaMgkzbFGNxW6Kt3A&amp;s=19,CURRENTLY_RATED_NOT_HELPFUL
63420,"NNN, OP is political banter and rebuttal about the hate speech stereotype that Jewish people eat/suck the blood from babies' foreskin during circumcision. despite this actually somehow being a real thing, the tweet is obviously satirical. https://www.nyc.gov/site/doh/health/health-topics/safe-bris.page ",CURRENTLY_RATED_NOT_HELPFUL
136331,"The OP conflates a radical Islamist battlecry, “Palestine is ours from the river to the sea,” with criticism of the UK’s extension of anti-terrorism laws to individuals outside the UK’s borders, and Musk’s criticism of that extension.    https://ehlinelaw.com/blog/can-london-police-extradite-americans-for-anti-jihadi-posts-about-uk",CURRENTLY_RATED_NOT_HELPFUL
66948,"There is no evidence to suggest that any gay person is thrown off a building in Palestine. In fact it is legal to be gay in Palestine. This post is misleading, racist and attempts to demonize the Palestinian people in the face of imminent annihilation.    https://en.m.wikipedia.org/wiki/LGBT_rights_in_the_State_of_Palestine",CURRENTLY_RATED_NOT_HELPFUL
31612,"Picture is not neccesarily AI (aiornot.com can make mistakes), but it does not prove anything. It's propaganda to justify genocide.",CURRENTLY_RATED_NOT_HELPFUL
170331,"Ethical and moral? To quote Oxfam “More women and children have been killed in Gaza by the Israeli military over the past year than the equivalent period of any other conflict over the past two decades.    …more than 6,000 women and 11,000 children were killed in Gaza”    https://www.oxfam.org/en/press-releases/more-women-and-children-killed-gaza-israeli-military-any-other-recent-conflict",CURRENTLY_RATED_NOT_HELPFUL
152723,NNN Stop abusing community notes,CURRENTLY_RATED_NOT_HELPFUL
34474,I don't care if they're not real bullets. This action is cruel and despicable.,CURRENTLY_RATED_NOT_HELPFUL
160985,"This post contains an advert for a betting company, which is against the terms of service. This is an advert, not commentary.    https://x.com/tos",CURRENTLY_RATED_NOT_HELPFUL
59762,NNN: Clearly a meme account,CURRENTLY_RATED_NOT_HELPFUL
165400,This is a misrepresentation     The Maccabi fans STARTED the trouble by chanting “Death to all Arabs” &amp; supporting the genocide in Gaza     The other fans (understandably) reacted to this DELIBERATE provocation     https://youtu.be/FOVHJx4HSpw?si=CvACZ9rT63cYp6DN,CURRENTLY_RATED_NOT_HELPFUL
65569,"This person is sharing a historical video while expressing a personal opinion that he thinks Hitler was right. He is not hurting anyone or spreading misinformation, he is expressing his opinion.    This is freedom of speech. ",CURRENTLY_RATED_NOT_HELPFUL
39821,Discuss interpretation of the headbands in the comments. They are wearing attire that COULD resemble Hamas fighters. They're often found in pictures of posing heavily armed Hamas fighters wearing alike balaclavas. Sometimes even children holding automatic weapons.    https://media-cldnry.s-nbcnews.com/image/upload/rockcms/2023-10/231009-gaza-city-hamas-fighters-masks-weapons-2017-ac-1108p-1bb51e.jpg  https://www.reuters.com/resizer/1nmZoyE-MiSWQ0UHyyFFjgon6XM=/1080x565/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JVCKESBXYFNOJIPT2LH5UGT5WA.jpg  https://www.aljazeera.com/wp-content/uploads/2023/10/GettyImages-1544209168-1697002603.jpg?resize=770%2C513&amp;quality=80  https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/25th_anniversary_of_Hamas_%2818%29.jpg/351px-25th_anniversary_of_Hamas_%2818%29.jpg,CURRENTLY_RATED_NOT_HELPFUL
54854,"Israel has banned, since 2007, the entering of construction materials.   So in order to build tunnels, which need far less construction materials than building a school, hospital.., construction materials were smuggled into gaza.  https://amp.cnn.com/cnn/2023/10/28/middleeast/hamas-tunnels-gaza-intl/index.html",CURRENTLY_RATED_NOT_HELPFUL
41731,This video contains an edit at 1.12 where the film grain/resolution changes as well as the back lighting of the camera. This calls in to question the authenticity of the claim that the latter part of this video is a tunnel under Al-Shifa Hospital    https://twitter.com/IDF/status/1726284807351472556?t=V7dmF2Ry5cIjrQb8-jqt-w&amp;s=19,CURRENTLY_RATED_NOT_HELPFUL
41689,"No evidence exists for rape by Hamas yet, but is being pursued:    https://www.timesofisrael.com/amid-war-and-urgent-need-to-id-bodies-evidence-of-hamass-october-7-rapes-slips-away/",CURRENTLY_RATED_NOT_HELPFUL
88619,Isreal dragged Iran to the war. Israel is the culprit   https://www.dw.com/en/iranian-embassy-attack-has-israel-middle-east-on-edge/a-68726461,CURRENTLY_RATED_NOT_HELPFUL
86574,This is zionism. Plain and clear.,CURRENTLY_RATED_NOT_HELPFUL
87672,"NNN - The IDF isn’t a credible, unbiased source of news about the IDF’s war crimes. Stupid. ",CURRENTLY_RATED_NOT_HELPFUL
165382,‘From a chronological standpoint’ you sound stupid. That’s like stating Donald Trump stopped gun violence because for 1 day nobody shot someone after he was elected. This post is very misleading. Vote yes on the top note.    https://stopthebiasnotes.com,CURRENTLY_RATED_NOT_HELPFUL
154937,"Jesus was Jew, there are historical facts proving it. In those times no one was called &quot;Palestinian&quot;. I suppose this post is to support Palestinians (Hamas, Hezbollah, etc) against Israel. https://en.wikipedia.org/wiki/Hezbollah",CURRENTLY_RATED_NOT_HELPFUL
108890,What was targeted was a warehouse of children's toys inside the school  This is a video testimony of a bombing survivor  https://x.com/tamerqdh/status/1799127144527753247,CURRENTLY_RATED_NOT_HELPFUL
105699,"The US and UK military bombed Houthi positions in Yemen, in order to reduce their ability to strike civilian shipping in the gulf.     There is no Israeli genocide in Gaza, or anywhere else, and as such there is none to support.    https://ukdefencejournal.org.uk/british-jets-bomb-houthi-rebels-in-yemen/",CURRENTLY_RATED_NOT_HELPFUL
95649,"Sugar was not and has never been banned, even while cookies was banned. The banning of cookies was seemingly unjustified punishment and was later allowed back into Gaza.  https://www.haaretz.com/hblocked?returnTo=https%3A%2F%2Fwww.haaretz.com%2F2009-05-17%2Fty-article%2Famira-hass-israel-bans-books-music-and-clothes-from-entering-gaza%2F0000017f-f124-da6f-a77f-f92e347a0000  https://www.ynetnews.com/articles/0,7340,L-3902661,00.html",CURRENTLY_RATED_NOT_HELPFUL
91947,NNN; JewOConfirmed is a well known propagandist hasbara account. They are numerous examples of the account blatantly lying. ,CURRENTLY_RATED_NOT_HELPFUL
155184,The lack of blood dripping from such an alleged injury indicates that this is staged and not a real injury.    https://x.com/GAZAWOOD1/status/1844362835528474677,CURRENTLY_RATED_NOT_HELPFUL
153541,"The claim is misleading. The land in question is part of Israel, recognized under international law and historic ties. Israel defends its territory against terror threats, and accusations of “stealing” land distort the legal and historical context of Israeli sovereignty.    https://is.gd/cNdzwJ",CURRENTLY_RATED_NOT_HELPFUL
43813,NNN. Stop abusing community notes. All provided notes so far are irrelevant to the post.,CURRENTLY_RATED_NOT_HELPFUL
64532,NNN zionists stop abusing community notes challenge,CURRENTLY_RATED_NOT_HELPFUL
101966,East Jerusalem has been illegally occupied by Israel since 1967:    https://www.btselem.org/topic/jerusalem    https://en.wikipedia.org/wiki/Legality_of_the_Israeli_occupation_of_Palestine?wprov=sfti1#Background,CURRENTLY_RATED_NOT_HELPFUL
126241,"Apples to oranges comparison. The first picture shows civilians rounded up simply for their heritage/ethnicity. The second picture shows &quot;soldiers&quot; (Hamas terrorists) who've hidden behind civilians, captured after attacking civilians.  https://nationalpost.com/news/world/israel-middle-east/global-rights-group-hamas-war-crimes",CURRENTLY_RATED_NOT_HELPFUL
53809,Blinken offering kudos to an industry that the public has little confidence in; trust in the media is at an all time low.  Gallup Oct 2023:  https://news.gallup.com/poll/512861/media-confidence-matches-2016-record-low.aspx,CURRENTLY_RATED_NOT_HELPFUL
49086,NNN. There's a war going on- you want the soldiers hunting terrorists to put their shoes at the fucking door?,CURRENTLY_RATED_NOT_HELPFUL
59689,NNN. Community Notes are not for expressing personal thoughts on a topic. Dictionary definitions of a term are NOT supportive evidence that it applies to a situation.,CURRENTLY_RATED_NOT_HELPFUL
